,timbre_median_1,timbre_median_2,timbre_median_3,timbre_median_4,timbre_median_5,timbre_median_6,timbre_median_7,timbre_median_8,timbre_median_9,timbre_median_10,timbre_median_11,timbre_median_12
422,51.12,52.154,2.868,19.487,36.423,-38.265,-3.087,5.326,3.735,10.025,-9.124,-1.749
423,46.367999999999995,-14.849499999999999,-4.8255,-16.624499999999998,20.428,-19.583,15.881499999999999,0.8734999999999999,-5.503,-5.9475,-13.837499999999999,-2.8440000000000003
424,50.717,37.584,-40.427,-18.11,34.951,-22.344,-8.539,1.557,-7.297,5.18,-16.303,-0.969
425,45.982,11.704,-13.928,-21.671,28.864,-10.215,-10.22,2.116,-1.71,-4.197,-10.893,1.643
426,50.563,30.615,-13.889,-4.783,13.747,-19.193,4.447,0.335,-6.731,0.025,-14.897,-2.379
427,51.092,20.464,-3.947,-3.992,35.673,-24.011,19.18,1.71,-10.265,-2.332,-14.794,-1.457
428,53.627,43.71,21.365,-17.467,16.817,-23.306,2.983,0.705,-2.71,-1.957,-7.994,10.196
429,46.322,102.8145,-55.8505,-15.773,1.857,-10.915,-11.745999999999999,-0.2745,4.332,6.288500000000001,-11.846499999999999,0.894
430,50.553,70.539,15.215,-9.64,26.522,-21.88,0.743,4.486,-0.62,0.383,-9.317,1.238
431,46.809,8.99,-4.278,-9.642,26.292,-20.467,6.681,2.332,-11.228,-3.262,-14.767,1.848
432,50.839,42.4805,-4.9995,1.508,18.2905,-22.995,-5.4205,6.0634999999999994,-8.091999999999999,5.718500000000001,-9.6445,-4.2620000000000005
433,54.929,30.507,32.356,-3.058,6.969,-26.436,-6.924,-6.797,0.741,1.608,-8.922,-11.241
434,48.143,12.896,-8.381,-14.077,10.098,-28.115,6.442,5.293,-2.54,-1.069,-7.373,-2.904
435,51.341,60.4795,28.3015,-6.361000000000001,49.5155,-32.7185,17.146,13.5175,-13.8185,-1.7585,-6.466,0.21250000000000002
436,49.949,37.379,-56.594,-4.736,33.693,-17.783,10.252,-2.049,-11.264,5.09,-25.238,-8.181
437,47.3725,11.457,7.7935,-0.5095000000000001,34.208,-27.6955,23.7745,7.2525,-1.812,0.9265,-13.847999999999999,-6.573499999999999
438,50.076,-5.632,17.991,4.06,51.825,-18.877,3.289,-1.245,-14.382,0.771,-13.713,-5.181
439,49.402,80.379,8.048,11.286,33.684,-5.307,-14.252,-0.732,-24.768,9.124,-19.338,-3.281
440,48.474000000000004,13.7415,-20.237000000000002,-4.561,35.009,-6.462,10.201,-3.966,-16.875500000000002,-4.4190000000000005,-14.648,0.5685
441,51.528,44.953,12.309000000000001,-10.363,25.157,-23.9415,-14.964500000000001,2.5985,0.846,1.7970000000000002,-8.7665,0.952
442,50.483999999999995,31.1825,-8.4555,1.1175,55.736999999999995,-11.8,-7.848000000000001,-0.251,-9.536,-2.6755,-14.544,-0.5555000000000001
443,42.23,20.284,-39.599,-14.328,-1.269,10.384,2.368,-4.646,-11.676,-10.924,-28.555,-7.722
444,51.929500000000004,50.5895,4.397,-4.34,26.644,-22.8855,-2.1465,-5.661,-8.374500000000001,2.8275,-9.413,-0.010499999999999999
445,48.831,14.181,14.576,1.639,30.747,-20.893,-2.434,1.651,-11.48,-5.028,-9.76,-0.154
446,46.47,89.515,-5.818,-11.436,26.324,-22.274,-2.456,4.177,-18.126,4.104,-12.466,1.504
447,50.989,24.585,-1.241,-12.071,17.491,-23.672,1.681,-1.532,-5.383,-2.755,-10.544,-3.595
448,49.052,-18.809,3.718,-13.4,29.304,-25.04,-1.339,2.099,-6.883,-2.509,-7.76,-2.08
449,49.959,39.287499999999994,-17.244,-4.977,21.853499999999997,-19.8905,-5.547000000000001,-0.5475,-5.8115000000000006,0.8235,-10.698,1.1895
450,52.411,69.654,22.527,3.7375,20.6605,-20.9095,5.281,4.072,-7.5920000000000005,3.936,-11.040500000000002,0.16549999999999998
451,46.006,11.189,-15.198,-21.938,29.692,-10.213,-10.256,1.951,-1.866,-4.312,-11.09,1.547
452,48.262,-5.785,-11.076,-7.434,5.169,-18.13,-3.983,-8.557,-11.71,-2.714,-10.48,-5.587
453,52.468,67.30000000000001,-13.2515,31.524,21.8855,-34.647,-6.7715,-9.2085,-18.566000000000003,15.8875,-16.5835,-9.828
454,49.977999999999994,48.533500000000004,22.159,-10.654,42.059,-15.479500000000002,1.6575000000000002,5.699,-10.277,-1.7245,-13.867,-0.361
455,49.681,29.054000000000002,-36.265,3.7874999999999996,23.15,-17.255499999999998,1.3735,-4.899,-7.3735,1.8605,-19.503,-2.4715
456,52.845,65.607,3.361,6.002,37.491,-29.882,-4.623,-4.383,-7.899,11.366,-16.764,-6.268
457,52.008,30.482,-10.012,9.078,30.655,-31.081,-14.644,-8.885,-12.262,3.309,-13.197,-2.597
458,53.689,56.639,25.4,1.014,32.56,-24.34,4.958,0.288,-8.239,0.246,-8.525,-1.814
459,46.2135,47.667500000000004,-40.62,5.4975000000000005,42.585499999999996,-8.387,8.311,0.7275,1.109,4.7005,-26.0285,-9.397
460,51.679,14.296,10.8295,8.105,22.244,-19.486,6.2435,-3.419,-15.6725,5.8695,-12.77,2.5940000000000003
461,52.17,11.1955,-0.8825000000000001,22.559,35.837,-22.549,0.742,-2.569,-8.3875,-1.848,-12.1585,-0.49150000000000005
462,50.801,51.562,9.5905,3.8045,19.955,-18.4645,-16.576999999999998,5.0205,-7.632,4.7245,-8.294,-1.4729999999999999
463,52.6255,33.203,30.1045,-7.0165,40.308499999999995,-28.3075,-2.0315000000000003,-0.17049999999999998,-11.6305,-1.33,-8.254000000000001,-1.9515
464,54.562,75.976,-11.7895,-9.0775,18.1145,-19.375999999999998,-3.5915,-0.474,-2.193,1.8,-12.133,0.024
465,54.5355,80.541,-14.027999999999999,-4.8105,19.5305,-18.2035,-3.747,1.4264999999999999,-8.131,5.952,-13.8015,0.615
466,53.372,64.161,-23.657,-1.737,35.711,-26.604,-8.836,1.465,-6.38,1.873,-11.345,-1.135
467,48.897000000000006,16.8935,-1.7189999999999999,-2.7169999999999996,34.848,-24.0315,7.94,3.6094999999999997,2.21,7.4254999999999995,-15.8125,-4.8934999999999995
468,50.168,39.409,13.913,-0.272,39.77,-25.478,4.064,0.863,-11.158,-0.869,-9.0,0.894
469,50.42,51.872,-14.907,7.336,28.031,-19.616,-6.549,1.551,0.48,8.877,-15.616,0.283
470,49.651,33.569,-5.691,-5.453,13.359,-22.101,5.524,0.695,-10.746,3.271,-15.164,-6.307
471,46.8775,-8.8245,-38.2115,-34.3535,26.336,-16.9695,-2.1544999999999996,-3.1715,0.0145,0.7275,-9.808499999999999,-2.1029999999999998
472,52.912,65.664,0.406,18.498,22.893,-26.516,-2.333,-1.758,-8.413,5.97,-16.603,-0.47
473,49.514,17.874,-19.075,-6.488,40.111,-22.6,19.774,-5.66,-14.02,-2.156,-19.752,-12.793
474,51.1,20.938,-3.467,-4.063,35.509,-24.122,19.241,1.205,-10.434,-2.111,-15.024,-1.693
475,51.731,19.393,11.771,-2.251,6.403,-14.033,15.746,6.829,-8.647,-5.009,-12.176,-6.514
476,49.5345,31.431,-3.5145,-11.854,18.3655,-19.4655,6.534,-0.16,0.094,1.207,-14.406500000000001,-1.8185
477,52.525999999999996,41.6375,5.9205000000000005,-13.771999999999998,18.6085,-25.2545,3.3545,0.793,-7.5954999999999995,1.459,-10.145,-2.0679999999999996
478,52.81,37.668,16.251,8.211,33.781,-14.177,-10.534,1.09,-14.929,0.922,-10.929,-2.876
479,50.61,46.806,-0.252,12.785499999999999,22.6795,-16.131,-7.310499999999999,-2.057,-7.4990000000000006,7.3585,-16.279,-12.6685
480,49.622,53.336,12.405,22.368,12.18,-21.261,-5.529,7.528,-6.08,2.682,-13.776,5.972
481,50.861,54.382,39.981,-3.726,8.598,-20.235,-10.774,1.135,-0.32,1.976,-7.542,-3.635
482,53.483999999999995,95.207,-14.748000000000001,-15.197500000000002,13.4725,-25.0045,6.406499999999999,4.031499999999999,3.2744999999999997,0.9815,-13.068999999999999,1.0615
483,50.435,43.625,29.251,-13.879,41.471,-25.818,-6.891,1.126,2.734,-0.892,-9.437,0.413
484,52.199,78.532,21.771,-6.411,19.716,-30.375,1.965,1.735,-8.36,0.853,-8.936,-7.498
485,44.659,-23.622,9.3335,2.9485,21.4815,-17.344,-3.319,-2.771,-3.5860000000000003,-2.6365,-2.7945,2.5469999999999997
486,51.9755,45.823,-0.45699999999999996,11.9815,29.131999999999998,-20.7045,-13.701,2.108,-15.0775,3.878,-10.038,-1.5855000000000001
487,50.397,55.075500000000005,-15.214500000000001,-6.904,22.299500000000002,-31.617,-1.392,1.529,-13.7775,5.9465,-11.104500000000002,-7.0265
488,51.477,1.344,-10.815,-15.614,24.607,-22.231,6.792,-2.533,1.664,1.251,-13.487,-6.767
489,49.0355,2.641,0.2365,-8.9275,18.928,-17.520000000000003,-13.6085,-5.9235,-15.052,-7.0245,-8.2485,-4.3765
490,51.439,52.407,18.958,-1.095,32.925,-24.154,11.057,6.622,-5.829,-0.015,-10.632,2.068
491,53.934,54.965,9.639,4.931,26.6555,-25.1075,10.9235,-1.2135,-7.4375,-0.8534999999999999,-10.086,0.9475
492,46.545,-12.588,-49.37,-21.37,47.871,-33.155,-16.882,3.634,-4.912,-0.429,-6.651,2.313
493,49.487,8.608,4.343,-17.013,14.957,-25.939,5.045,2.423,-6.394,-6.175,-8.392,0.478
494,52.882000000000005,50.3925,28.926000000000002,4.356,22.130000000000003,-25.4055,16.2315,4.2285,-9.224,-1.7115,-9.384,2.199
495,53.615,57.388,8.735,-7.556,24.752,-23.026,11.117,4.407,-9.458,-0.074,-11.736,-1.771
496,53.192,42.924,34.509,14.574,26.393,-19.613,14.627,7.763,-13.628,-7.127,-12.594,1.318
497,50.208,60.192,22.457,-2.942,32.047,-13.256,14.7,4.593,-9.047,-2.773,-14.36,-9.691
498,51.591,51.215,15.907,-9.561,1.476,-23.438,8.367,1.915,-10.028,-0.99,-8.658,6.172
499,52.6885,74.277,10.9895,-7.5745000000000005,25.524,-21.192,1.9015,1.5115,-0.452,1.008,-14.792,-7.880000000000001
500,52.991,67.3285,21.0945,3.9655,13.3025,-16.352,15.813500000000001,5.1259999999999994,-6.16,2.7474999999999996,-11.687000000000001,2.1125
501,52.151,42.774,13.482,-5.792,32.311,-31.374,12.97,4.067,-8.212,0.495,-11.547,-11.071
502,46.616,30.391,-48.584,6.017,38.222,-22.364,-14.323,-7.445,-8.556,3.794,-13.184,3.632
503,51.477,54.1225,10.3885,-1.7574999999999998,43.101,-24.2675,7.3825,-2.1585,-16.5745,-6.429,-8.467500000000001,-9.5145
504,48.089,33.12,9.075,7.33,36.186,-13.978,29.03,11.83,-18.596,7.831,-18.204,-13.72
505,45.059,9.792,-33.972,-22.261499999999998,35.8455,-18.387999999999998,19.477,-2.2640000000000002,-4.43,4.872,-25.887,-12.249500000000001
506,46.798,-3.569,-46.208,-8.308,28.592,-8.678,20.975,-12.227,-1.182,-5.726,-24.971,-14.477
507,48.147999999999996,36.664,-39.2455,1.038,67.8145,-8.225999999999999,-23.008000000000003,-5.1645,-1.4895,2.643,-20.143,1.0175
508,50.766,50.433,-1.397,0.28200000000000003,68.3215,-11.6935,11.996,-0.575,1.7835,3.61,-26.39,1.3345
509,49.3185,12.649000000000001,1.8275000000000001,-16.965,23.109,-25.111,8.865,3.162,-1.881,-4.295999999999999,-8.9905,-0.47950000000000004
510,51.506,25.873,-6.601,-14.969,8.534,-29.799,0.425,-1.078,-0.37,-0.147,-8.483,-7.652
511,51.696,39.214,8.718,-5.629,17.543,-18.273,1.788,4.699,-12.455,3.372,-10.733,-3.559
512,54.295500000000004,50.168000000000006,24.9115,-0.3815,4.411,-27.247500000000002,18.136000000000003,5.314,-8.8545,-0.147,-8.940999999999999,-3.8435
513,47.4045,28.654,-4.4775,-15.3875,17.494500000000002,-14.605,-11.6625,-6.789,-10.697,-3.3099999999999996,-13.507000000000001,-1.826
514,48.3915,11.211500000000001,-2.5949999999999998,-18.458,19.402,-21.356,-12.6175,-2.5905,-9.811,-1.941,-8.109,-3.8979999999999997
515,50.725,48.503,17.028,16.313,45.056,-25.844,1.175,2.225,-21.729,2.569,-11.08,1.191
516,53.723,81.446,12.494,13.787,30.725,-19.103,2.759,1.721,-2.353,8.43,-16.231,5.712
517,54.2805,76.094,17.9615,-1.962,9.5645,-26.9355,1.344,-3.6905,-17.252000000000002,-2.9575,-9.6965,-9.349
518,52.163,78.111,37.253,3.842,24.099,-25.793,12.808,3.89,1.415,6.509,-9.874,-4.723
519,52.724,34.735,2.542,-11.113,20.35,-28.271,-2.625,1.744,-7.213,6.445,-10.007,-3.285
520,49.933,31.06,2.319,-9.843,56.133,-26.103,-3.161,2.23,-3.732,1.698,-12.685,-7.451
521,51.334,28.271,-5.17,-12.963,26.465,-16.643,0.993,-2.59,-6.418,-3.239,-12.378,3.203
522,52.3335,49.7525,6.18,13.224499999999999,20.545,-23.927999999999997,-2.1755,0.9135,-7.2620000000000005,6.8505,-6.239000000000001,-0.29200000000000004
523,52.432500000000005,35.421499999999995,-11.99,27.387,27.3365,-25.606,-8.403500000000001,-0.0335,-1.17,6.045999999999999,-22.421,-2.7335000000000003
524,48.878,18.66,-26.57,16.587,29.08,-28.977,-3.528,-13.496,-11.717,3.508,-17.304,0.141
525,51.624,62.712,-11.96,40.18,22.527,-17.983,-10.974,-8.334,-3.046,2.179,-18.981,-4.578
526,43.302,5.912,-54.17,-25.759,29.511,-16.761,-17.153,-6.169,-5.921,-5.171,-15.344,-11.498
527,46.237,32.277,-24.459,-24.728,23.908,-19.3,-2.929,1.041,-7.571,1.354,-15.506,-7.636
528,43.417,39.907,26.966,6.796,29.326,-18.441,-2.097,-9.942,-21.912,-2.647,-12.488,-8.971
529,50.3955,65.48400000000001,-0.138,-11.408000000000001,15.8005,-19.405,-18.957500000000003,1.1360000000000001,-13.971499999999999,-3.6965,-8.5225,-2.575
530,53.25,69.84899999999999,-5.8685,-12.6525,41.3605,-32.981,12.0735,2.481,2.4755,4.038,-8.964,-0.1365
531,46.551,7.534,10.617,-20.5515,30.154,-30.1355,5.144,3.695,-10.057500000000001,-2.718,-7.271,3.355
532,48.202,-16.5475,-22.2135,-15.693000000000001,41.5895,-20.435499999999998,4.327,-2.7145,-4.285,-2.661,-16.641,5.354
533,48.5065,26.954,9.9925,-1.968,14.347000000000001,-20.8395,7.0335,3.903,-13.133,-0.7765,-12.7905,-8.2065
534,52.0435,36.0525,7.5825,-4.303,16.0315,-11.2345,7.9575,15.941500000000001,-0.423,1.6099999999999999,-15.3125,2.7445
535,52.7175,62.836,15.3565,-1.824,6.535500000000001,-23.481,20.061999999999998,6.186,-6.8335,4.9415,-11.5425,-2.0115
536,47.466,27.268,17.302,-14.03,14.311,-9.986,-8.664,2.953,-9.823,-4.638,-9.931,-5.945
537,51.754000000000005,65.59700000000001,10.261,2.7115,23.144,-23.677,1.2120000000000002,4.784000000000001,0.40049999999999997,3.9595,-15.025,-1.0619999999999998
538,50.227,21.483,10.305,-16.342,26.453,-31.104,16.817,5.794,-2.989,-2.923,-6.674,-2.673
539,49.7855,76.30250000000001,26.326999999999998,-3.4855,5.4365000000000006,-27.769,3.2475,5.659,-1.1795,2.5300000000000002,-4.4675,11.026499999999999
540,49.653,73.012,34.25,-4.972,2.535,-27.049,-0.531,6.75,-4.312,2.197,-4.775,6.082
541,52.958,60.829,2.2365,-7.244,21.7055,-23.908,-2.0860000000000003,2.9195,-2.393,0.9275,-10.9575,5.644
542,50.7475,68.354,26.317,-4.154,17.738,-21.117,-4.095,6.372,-11.1915,0.497,-3.432,7.4815000000000005
543,52.14,41.2,-13.726,-14.575,21.751,-29.225,9.908,2.929,-2.917,0.672,-13.007,4.998
544,49.944,47.108,-11.116,2.759,21.212,-19.055,-17.671,4.532,-3.594,1.486,-16.15,-0.464
545,54.019,46.015,32.434,-5.796,5.719,-30.354,5.687,0.344,-7.006,0.493,-6.117,-2.902
546,46.0185,41.682,20.9145,1.783,16.124499999999998,-25.1015,-4.8469999999999995,-4.9565,3.459,4.2745,-9.466,-7.167
547,48.905,67.308,6.468,11.695,38.221,-17.582,-6.961,2.633,-5.281,-2.639,-15.307,0.285
548,51.900000000000006,92.4125,5.9,5.4315,53.5525,-10.82,18.487,2.9204999999999997,-17.158,6.287000000000001,-19.573999999999998,-11.046
