,Unnamed: 0,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,popularity,song,artist,genre,sv,cr,de,co,dk,at,pa,es,gb,sk,global,nl,br,cl,ec,lt,us,it,be,lu,gr,mx,uy,ca,jp,sg,tr,cz,lv,pe,ch,se,ar,gt,py,pl,ph,nz,fr,fi,hn,ie,do,no,hu,pt,is,bo,au,hk,tw,my,ee
296,96,0.0453,https://api.spotify.com/v1/audio-analysis/054ue8u2erwwGNgSIZLEPq,0.782,284413,0.617,False,0.00018700000000000002,5,0.14300000000000002,-7.385,1,0.0535,130.032,4,https://api.spotify.com/v1/tracks/054ue8u2erwwGNgSIZLEPq,audio_features,spotify:track:054ue8u2erwwGNgSIZLEPq,0.495,47,Scream & Shout,will.i.am,rap,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
297,97,0.397,https://api.spotify.com/v1/audio-analysis/7xB3TwyZMOnKcF50RIXh5b,0.6859999999999999,363521,0.845,False,0.0,7,0.7859999999999999,-2.679,1,0.32799999999999996,73.971,4,https://api.spotify.com/v1/tracks/7xB3TwyZMOnKcF50RIXh5b,audio_features,spotify:track:7xB3TwyZMOnKcF50RIXh5b,0.612,59,Rap God,Eminem,hip hop,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
298,98,0.0145,https://api.spotify.com/v1/audio-analysis/6VRhkROS2SZHGlp0pxndbJ,0.716,215253,0.972,False,3.2200000000000003e-05,7,0.317,-2.302,1,0.196,110.02600000000001,4,https://api.spotify.com/v1/tracks/6VRhkROS2SZHGlp0pxndbJ,audio_features,spotify:track:6VRhkROS2SZHGlp0pxndbJ,0.5760000000000001,72,Bangarang (feat. Sirah),Skrillex,electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
299,99,0.00506,https://api.spotify.com/v1/audio-analysis/2zFF6jG5hQArbzcXz3KUWk,0.584,214740,0.614,False,9.7e-05,5,0.0802,-5.587000000000001,0,0.0363,114.075,4,https://api.spotify.com/v1/tracks/2zFF6jG5hQArbzcXz3KUWk,audio_features,spotify:track:2zFF6jG5hQArbzcXz3KUWk,0.28,68,Cool for the Summer,Demi Lovato,pop,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
300,0,0.013999999999999999,https://api.spotify.com/v1/audio-analysis/4qqArAiTPueDxIp7cf87h7,0.695,235827,0.672,True,8.44e-05,1,0.0756,-6.109,0,0.0345,104.988,4,https://api.spotify.com/v1/tracks/4qqArAiTPueDxIp7cf87h7,audio_features,spotify:track:4qqArAiTPueDxIp7cf87h7,0.245,77,Final Song,MØ,house,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,True,False,False,False,False,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,False
301,1,0.0427,https://api.spotify.com/v1/audio-analysis/0SNIAtRCPVVLoGEPcuHSIc,0.314,199947,0.611,False,6.28e-05,9,0.184,-6.691,0,0.129,191.447,4,https://api.spotify.com/v1/tracks/0SNIAtRCPVVLoGEPcuHSIc,audio_features,spotify:track:0SNIAtRCPVVLoGEPcuHSIc,0.0604,65,I'll Show You,Justin Bieber,pop,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
302,2,0.0932,https://api.spotify.com/v1/audio-analysis/16SsiQFVS2ZyxqqF5OB7m8,0.645,203520,0.8909999999999999,False,3.88e-06,6,0.379,-2.505,0,0.0387,124.915,4,https://api.spotify.com/v1/tracks/16SsiQFVS2ZyxqqF5OB7m8,audio_features,spotify:track:16SsiQFVS2ZyxqqF5OB7m8,0.568,39,Lovers on the Sun (feat. Sam Martin),David Guetta,electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
303,3,0.271,https://api.spotify.com/v1/audio-analysis/2nMeu6UenVvwUktBCpLMK9,0.307,236053,0.425,False,3.09e-05,11,0.11,-8.924,0,0.0372,108.693,4,https://api.spotify.com/v1/tracks/2nMeu6UenVvwUktBCpLMK9,audio_features,spotify:track:2nMeu6UenVvwUktBCpLMK9,0.136,73,Young And Beautiful,Lana Del Rey,pop,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
304,4,0.0464,https://api.spotify.com/v1/audio-analysis/2FiceoWDJ67rrmb5tGBpgE,0.682,216107,0.836,False,3.13e-06,9,0.0797,-3.7769999999999997,1,0.0425,104.98700000000001,4,https://api.spotify.com/v1/tracks/2FiceoWDJ67rrmb5tGBpgE,audio_features,spotify:track:2FiceoWDJ67rrmb5tGBpgE,0.485,65,Ghost,Ella Henderson,pop,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
305,5,0.0916,https://api.spotify.com/v1/audio-analysis/0lLDaAdXcjOQ7Mf2NXzXay,0.828,292593,0.609,False,1.21e-06,1,0.29100000000000004,-4.402,1,0.0694,109.725,4,https://api.spotify.com/v1/tracks/0lLDaAdXcjOQ7Mf2NXzXay,audio_features,spotify:track:0lLDaAdXcjOQ7Mf2NXzXay,0.7070000000000001,17,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,rap,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
306,6,0.0534,https://api.spotify.com/v1/audio-analysis/5QjJgPU8AJeickx34f7on6,0.605,199904,0.873,False,0.8370000000000001,1,0.314,-5.938,0,0.0344,126.02600000000001,4,https://api.spotify.com/v1/tracks/5QjJgPU8AJeickx34f7on6,audio_features,spotify:track:5QjJgPU8AJeickx34f7on6,0.47600000000000003,65,Levels - Radio Edit,Avicii,electronic,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
307,7,0.15,https://api.spotify.com/v1/audio-analysis/4pGqFOfzvfe6avb9kbZicC,0.695,240040,0.615,False,0.000212,7,0.0879,-5.325,0,0.042,124.015,4,https://api.spotify.com/v1/tracks/4pGqFOfzvfe6avb9kbZicC,audio_features,spotify:track:4pGqFOfzvfe6avb9kbZicC,0.414,67,Sweater Weather,The Neighbourhood,rock,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
308,8,0.354,https://api.spotify.com/v1/audio-analysis/1nO5In32716zHXUws29ZV0,0.654,167066,0.629,False,1.0199999999999999e-05,7,0.124,-6.612,0,0.038,99.956,4,https://api.spotify.com/v1/tracks/1nO5In32716zHXUws29ZV0,audio_features,spotify:track:1nO5In32716zHXUws29ZV0,0.491,4,Like I Can,Sam Smith,pop,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
309,9,0.0236,https://api.spotify.com/v1/audio-analysis/5ChkMS8OtdzJeqyybCc9R5,0.92,293827,0.654,False,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5,audio_features,spotify:track:5ChkMS8OtdzJeqyybCc9R5,0.847,83,Billie Jean,Michael Jackson,pop,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,False,True
310,10,0.255,https://api.spotify.com/v1/audio-analysis/4dASQiO1Eoo3RJvt74FtXB,0.502,243491,0.7859999999999999,True,0.0,9,0.65,-4.378,0,0.317,169.021,4,https://api.spotify.com/v1/tracks/4dASQiO1Eoo3RJvt74FtXB,audio_features,spotify:track:4dASQiO1Eoo3RJvt74FtXB,0.7390000000000001,82,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,hip hop,False,True,True,True,True,True,False,False,True,False,True,True,True,False,True,False,True,True,True,False,False,True,False,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,False,True,True,True,False,False,True,True,True,True,False
311,11,0.16699999999999998,https://api.spotify.com/v1/audio-analysis/59RSrxkSKSixEWBAIvE5Wa,0.748,210627,0.727,False,0.0,11,0.166,-2.42,0,0.0871,125.014,4,https://api.spotify.com/v1/tracks/59RSrxkSKSixEWBAIvE5Wa,audio_features,spotify:track:59RSrxkSKSixEWBAIvE5Wa,0.69,68,Starships,Nicki Minaj,rap,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
312,12,0.13699999999999998,https://api.spotify.com/v1/audio-analysis/352zfYbDFG8sxkmOAhVeuj,0.55,184373,0.919,False,0.00123,8,0.0886,-3.431,1,0.0786,126.065,4,https://api.spotify.com/v1/tracks/352zfYbDFG8sxkmOAhVeuj,audio_features,spotify:track:352zfYbDFG8sxkmOAhVeuj,0.511,20,Under Control,Calvin Harris,electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
313,13,0.19699999999999998,https://api.spotify.com/v1/audio-analysis/24LS4lQShWyixJ0ZrJXfJ5,0.573,212560,0.929,False,0.00011200000000000001,8,0.0567,-3.9419999999999997,0,0.109,127.934,4,https://api.spotify.com/v1/tracks/24LS4lQShWyixJ0ZrJXfJ5,audio_features,spotify:track:24LS4lQShWyixJ0ZrJXfJ5,0.5820000000000001,72,Sweet Nothing,Calvin Harris,electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
314,14,0.0635,https://api.spotify.com/v1/audio-analysis/37jTPJgwCCmIGMPB45jrPV,0.685,338413,0.539,False,8.12e-06,2,0.249,-6.9639999999999995,0,0.0908,145.075,4,https://api.spotify.com/v1/tracks/37jTPJgwCCmIGMPB45jrPV,audio_features,spotify:track:37jTPJgwCCmIGMPB45jrPV,0.157,2,Holy Grail,JAY Z,hip hop,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
315,15,0.0113,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,0.5529999999999999,219000,0.9,True,0.0,3,0.322,-4.556,0,0.0584,105.213,4,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,audio_features,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,0.39799999999999996,84,In The End,Linkin Park,metal,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
316,16,0.10099999999999999,https://api.spotify.com/v1/audio-analysis/5Z7ygHQo02SUrFmcgpwsKW,0.624,233688,0.889,False,0.0,5,0.22699999999999998,-3.772,0,0.0504,127.01899999999999,4,https://api.spotify.com/v1/tracks/5Z7ygHQo02SUrFmcgpwsKW,audio_features,spotify:track:5Z7ygHQo02SUrFmcgpwsKW,0.45,61,Wild Ones (feat. Sia),Flo Rida,electronic,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
317,17,0.337,https://api.spotify.com/v1/audio-analysis/7EiZI6JVHllARrX9PUvAdX,0.722,313547,0.331,False,0.28300000000000003,8,0.146,-7.789,1,0.0725,143.974,4,https://api.spotify.com/v1/tracks/7EiZI6JVHllARrX9PUvAdX,audio_features,spotify:track:7EiZI6JVHllARrX9PUvAdX,0.102,82,Low Life,Future,rap,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
318,18,0.0009720000000000001,https://api.spotify.com/v1/audio-analysis/1gihuPhrLraKYrJMAEONyc,0.7070000000000001,206413,0.924,False,0.00703,7,0.204,-2.842,1,0.031,127.93700000000001,4,https://api.spotify.com/v1/tracks/1gihuPhrLraKYrJMAEONyc,audio_features,spotify:track:1gihuPhrLraKYrJMAEONyc,0.919,74,Feel So Close - Radio Edit,Calvin Harris,electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
319,19,0.0593,https://api.spotify.com/v1/audio-analysis/7sapKrjDij2fpDVj0GxP66,0.695,257133,0.684,False,0.0,0,0.125,-5.403,0,0.0288,102.041,4,https://api.spotify.com/v1/tracks/7sapKrjDij2fpDVj0GxP66,audio_features,spotify:track:7sapKrjDij2fpDVj0GxP66,0.515,70,She Will Be Loved,Maroon 5,pop,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
320,20,0.10300000000000001,https://api.spotify.com/v1/audio-analysis/2PpruBYCo4H7WOBJ7Q2EwM,0.728,235213,0.9740000000000001,False,0.000532,4,0.175,-2.261,0,0.0665,79.52600000000001,4,https://api.spotify.com/v1/tracks/2PpruBYCo4H7WOBJ7Q2EwM,audio_features,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,0.965,77,Hey Ya! - Radio Mix / Club Mix,OutKast,hip hop,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,False,True,True,True,True,False,True,False,False,False,False
321,21,0.0794,https://api.spotify.com/v1/audio-analysis/25KybV9BOUlvcnv7nN3Pyo,0.317,235653,0.6829999999999999,False,0.0,7,0.0465,-4.989,1,0.134,167.615,3,https://api.spotify.com/v1/tracks/25KybV9BOUlvcnv7nN3Pyo,audio_features,spotify:track:25KybV9BOUlvcnv7nN3Pyo,0.5379999999999999,70,In The Night,The Weeknd,rap,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
322,22,0.01,https://api.spotify.com/v1/audio-analysis/3kyxRga5wDGbKdmxXssbps,0.485,276720,0.735,False,0.007940000000000001,1,0.213,-5.928999999999999,1,0.0334,131.234,4,https://api.spotify.com/v1/tracks/3kyxRga5wDGbKdmxXssbps,audio_features,spotify:track:3kyxRga5wDGbKdmxXssbps,0.456,13,I Will Wait,Mumford & Sons,folk,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
323,23,0.0023899999999999998,https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg,0.429,266773,0.6609999999999999,True,0.00013000000000000002,11,0.23399999999999999,-7.227,1,0.0281,173.365,4,https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg,audio_features,spotify:track:3AJwUDP919kvQ9QcozQPxg,0.285,82,Yellow,Coldplay,rock,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False
324,24,0.0018100000000000002,https://api.spotify.com/v1/audio-analysis/6JEntXLt4z98CcDtIH9sU7,0.675,303827,0.866,False,0.746,1,0.415,-6.454,1,0.039,128.007,4,https://api.spotify.com/v1/tracks/6JEntXLt4z98CcDtIH9sU7,audio_features,spotify:track:6JEntXLt4z98CcDtIH9sU7,0.0379,61,Animals - Extended,Martin Garrix,electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
325,25,0.217,https://api.spotify.com/v1/audio-analysis/0KpfYajJVVGgQ32Dby7e9i,0.675,216667,0.885,True,0.0,1,0.086,-4.4319999999999995,0,0.0436,97.03,4,https://api.spotify.com/v1/tracks/0KpfYajJVVGgQ32Dby7e9i,audio_features,spotify:track:0KpfYajJVVGgQ32Dby7e9i,0.768,79,"Hey, Soul Sister",Train,rap,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
326,26,0.8440000000000001,https://api.spotify.com/v1/audio-analysis/2cbic3TiUENlJX91y67ARR,0.593,238520,0.263,False,5.36e-06,4,0.127,-14.029000000000002,0,0.0567,76.37899999999999,4,https://api.spotify.com/v1/tracks/2cbic3TiUENlJX91y67ARR,audio_features,spotify:track:2cbic3TiUENlJX91y67ARR,0.109,74,Skinny Love,Bon Iver,folk,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False
327,27,0.45899999999999996,https://api.spotify.com/v1/audio-analysis/0DAsxISzun85PbsqAfIzeC,0.617,127920,0.778,False,0.925,9,0.128,-8.871,0,0.027000000000000003,100.363,4,https://api.spotify.com/v1/tracks/0DAsxISzun85PbsqAfIzeC,audio_features,spotify:track:0DAsxISzun85PbsqAfIzeC,0.152,68,Intro,The xx,indie,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False
328,28,0.00576,https://api.spotify.com/v1/audio-analysis/3ctoHckjyd13eBi2IDw2Ip,0.75,231800,0.462,False,0.545,0,0.307,-7.664,1,0.0779,123.865,4,https://api.spotify.com/v1/tracks/3ctoHckjyd13eBi2IDw2Ip,audio_features,spotify:track:3ctoHckjyd13eBi2IDw2Ip,0.309,21,Seven Nation Army,The White Stripes,rock,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False
329,29,0.292,https://api.spotify.com/v1/audio-analysis/6ZapsNk1ZpaebNXAIohP9R,0.542,303200,0.589,False,0.000522,2,0.177,-6.622999999999999,1,0.0318,111.665,4,https://api.spotify.com/v1/tracks/6ZapsNk1ZpaebNXAIohP9R,audio_features,spotify:track:6ZapsNk1ZpaebNXAIohP9R,0.13699999999999998,28,Home,Edward Sharpe & The Magnetic Zeros,folk,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
330,30,0.0021,https://api.spotify.com/v1/audio-analysis/34KTEhpPjq6IAgQg2yzJAL,0.5920000000000001,329733,0.767,False,0.00165,9,0.127,-2.7880000000000003,0,0.027000000000000003,96.48299999999999,4,https://api.spotify.com/v1/tracks/34KTEhpPjq6IAgQg2yzJAL,audio_features,spotify:track:34KTEhpPjq6IAgQg2yzJAL,0.32799999999999996,67,Californication,Red Hot Chili Peppers,metal,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False
331,31,0.0576,https://api.spotify.com/v1/audio-analysis/5PclxRY6shIQzSKxxbdZso,0.5589999999999999,264307,0.345,False,0.000105,4,0.141,-13.495999999999999,1,0.0459,84.581,4,https://api.spotify.com/v1/tracks/5PclxRY6shIQzSKxxbdZso,audio_features,spotify:track:5PclxRY6shIQzSKxxbdZso,0.45799999999999996,48,Under The Bridge,Red Hot Chili Peppers,metal,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,True,True,False,True,False,False,False,False
332,32,0.0046,https://api.spotify.com/v1/audio-analysis/0kO3njY9N1Rxgv27Ha1lLh,0.496,185587,0.863,True,0.0,9,0.639,-4.1530000000000005,1,0.0381,110.01799999999999,4,https://api.spotify.com/v1/tracks/0kO3njY9N1Rxgv27Ha1lLh,audio_features,spotify:track:0kO3njY9N1Rxgv27Ha1lLh,0.243,60,Numb,Linkin Park,metal,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
333,33,0.7709999999999999,https://api.spotify.com/v1/audio-analysis/4LloVtxNZpeh7q7xdi1DQc,0.315,263573,0.29600000000000004,False,0.0,5,0.7020000000000001,-13.262,1,0.0317,172.638,4,https://api.spotify.com/v1/tracks/4LloVtxNZpeh7q7xdi1DQc,audio_features,spotify:track:4LloVtxNZpeh7q7xdi1DQc,0.436,77,Free Fallin' - Live at the Nokia Theatre,John Mayer,pop,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
334,34,0.105,https://api.spotify.com/v1/audio-analysis/0KdwmtG44yIDpyie4b0jCn,0.5529999999999999,170213,0.703,False,0.0,10,0.21,-6.414,0,0.0439,100.006,4,https://api.spotify.com/v1/tracks/0KdwmtG44yIDpyie4b0jCn,audio_features,spotify:track:0KdwmtG44yIDpyie4b0jCn,0.33,13,Wherever I Go,OneRepublic,rap,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False
335,35,0.0279,https://api.spotify.com/v1/audio-analysis/4LwU4Vp6od3Sb08CsP99GC,0.9159999999999999,161507,0.9059999999999999,False,0.0,3,0.0803,-2.494,0,0.195,95.3,4,https://api.spotify.com/v1/tracks/4LwU4Vp6od3Sb08CsP99GC,audio_features,spotify:track:4LwU4Vp6od3Sb08CsP99GC,0.29100000000000004,73,The Next Episode,Dr. Dre,hip hop,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
336,36,0.0055,https://api.spotify.com/v1/audio-analysis/03UrZgTINDqvnUMbbIMhql,0.736,219493,0.9390000000000001,False,0.0,11,0.0905,-2.812,0,0.284,132.07,4,https://api.spotify.com/v1/tracks/03UrZgTINDqvnUMbbIMhql,audio_features,spotify:track:03UrZgTINDqvnUMbbIMhql,0.7609999999999999,61,Gangnam Style (?????),PSY,Korean,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
337,37,0.0602,https://api.spotify.com/v1/audio-analysis/19a3JfW8BQwqHWUMbcqSx8,0.474,196040,0.741,False,0.0,6,0.115,-3.69,1,0.111,174.1,4,https://api.spotify.com/v1/tracks/19a3JfW8BQwqHWUMbcqSx8,audio_features,spotify:track:19a3JfW8BQwqHWUMbcqSx8,0.402,73,Famous,Kanye West,rap,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
338,38,0.023,https://api.spotify.com/v1/audio-analysis/7nD9nN3jord9wWcfW3Gkcm,0.6890000000000001,210573,0.7909999999999999,True,0.0,0,0.0526,-5.194,0,0.053,95.04,4,https://api.spotify.com/v1/tracks/7nD9nN3jord9wWcfW3Gkcm,audio_features,spotify:track:7nD9nN3jord9wWcfW3Gkcm,0.755,73,All In My Head (Flex),Fifth Harmony,pop,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
339,39,0.0992,https://api.spotify.com/v1/audio-analysis/72xvRETEsd5hS1RfduciRi,0.6809999999999999,162425,0.774,True,0.0,1,0.35,-3.167,0,0.0787,102.92399999999999,4,https://api.spotify.com/v1/tracks/72xvRETEsd5hS1RfduciRi,audio_features,spotify:track:72xvRETEsd5hS1RfduciRi,0.267,72,Let Me Hold You (Turn Me On),Cheat Codes,electronic,False,True,True,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,True,False,True,True,False
340,40,0.00761,https://api.spotify.com/v1/audio-analysis/3SPDQfj2UfWq6A2NllZnzn,0.7290000000000001,198053,0.7709999999999999,False,0.0,4,0.087,-2.451,1,0.0725,125.01100000000001,4,https://api.spotify.com/v1/tracks/3SPDQfj2UfWq6A2NllZnzn,audio_features,spotify:track:3SPDQfj2UfWq6A2NllZnzn,0.873,68,What Makes You Beautiful,One Direction,pop,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
